,CTL,TSB,TSS,Duration,Intensity,SDNN,RMSSD,Feeling,Run EF,Swim hrs,Bike hrs,Run hrs,HRZone1Minutes,HRZone2Minutes,HRZone3Minutes,HRZone4Minutes,HRZone5Minutes,HRZone6Minutes,HRZone7Minutes,Month Run EF,Week Volume,Month Volume,Year Volume,Month TSS,Year TSS,Week IF,Month IF,Year IF,FeelPrev,FeelPrev2,FeelPrev3,FeelPrev4,FeelPrev4avg,Swim hrs mo,Bike hrs mo,Run hrs mo,HRZone1MinutesMonth,HRZone2MinutesMonth,HRZone3MinutesMonth,HRZone4MinutesMonth,HRZone5MinutesMonth,HRZone6MinutesMonth,HRZone7MinutesMonth,DurationPrev,IntensityPrev,SDNN7,RMSSD2
3/11/2018,35.14087377,10.08529184,125,3.82,0.58,56.50483559,41.61121857,5,1.061538462,0,2.33,0.69,8,6,9,8,0,0,0,0.19562413,0.864285714,0.431785714,0.919835616,17.57142857,41.60547945,0.198095238,0.112678571,0.339209132,5,5,5,5,5,0,0,0,62,42,25,13,0,0,0,0,0,46.93064382,-41.61121857
3/12/2018,36.17280504,4.806687734,79,2.7,0.35,56.50483559,41.61121857,5,0,0,1.6,0.7,30,2,1,0,0,0,0,0.19562413,1.25,0.528214286,0.927232877,20.39285714,41.82191781,0.248095238,0.125178571,0.340168037,5,5,5,5,5,0,0,0,92,44,26,13,0,0,0,3.82,0.58,51.85990605,-41.61121857
3/13/2018,35.32171995,-3.964314687,0,0,0,61,50,5,0,0,0,0,0,0,0,0,0,0,0,0.19562413,0.988571429,0.528214286,0.927232877,20.39285714,41.8,0.156666667,0.125178571,0.339711416,5,5,5,5,5,0,0,0,92,44,26,13,0,0,0,2.7,0.35,56.28847748,-50
3/14/2018,34.49065945,-3.871041049,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.19562413,0.988571429,0.528214286,0.924493151,20.39285714,41.76438356,0.156666667,0.125178571,0.339373516,5,5,5,5,5,0,0,0,92,44,26,13,0,0,0,0,0,59.64631114,-41.61121857
3/15/2018,33.67915241,-3.779961982,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.19562413,0.931428571,0.511071429,0.921753425,18.85714286,41.3260274,0.132857143,0.125178571,0.337969406,5,5,5,5,5,0,0,0,92,44,26,13,0,0,0,0,0,59.64631114,-41.61121857
3/16/2018,34.25138093,2.665413788,58,1.44,0.32,56.50483559,41.61121857,5,1.039370079,0,0.82,0.62,23,8,6,1,0,0,0,0.23274449,1.137142857,0.5625,0.920219178,20.92857143,41.33972603,0.178571429,0.136607143,0.337311872,5,5,5,5,5,0,0,0,115,52,32,14,0,0,0,0,0,59.64631114,-41.61121857
3/17/2018,33.44550371,-3.753738543,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.23274449,1.137142857,0.5625,0.920219178,20.92857143,41.29315068,0.178571429,0.136607143,0.336852968,5,5,5,5,5,0,0,0,115,52,32,14,0,0,0,1.44,0.32,57.14700193,-41.61121857
3/18/2018,32.65858742,-3.665419406,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.23274449,0.591428571,0.5625,0.920219178,20.92857143,41.24931507,0.095714286,0.136607143,0.33629589,5,5,5,5,5,0,0,0,115,52,32,14,0,0,0,0,0,57.14700193,-41.61121857
3/19/2018,31.89018594,-3.57917827,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.23274449,0.205714286,0.5625,0.920219178,20.92857143,41.24931507,0.045714286,0.136607143,0.33629589,5,5,5,5,5,0,0,0,115,52,32,14,0,0,0,0,0,57.14700193,-41.61121857
3/20/2018,32.08099618,0.888785234,40,0.78,0.473333333,56.50483559,41.61121857,2,1.166666667,0,0,0.78,12,0,0,0,0,0,0,0.274411156,0.317142857,0.590357143,0.919616438,22.35714286,41.24109589,0.113333333,0.153511905,0.337065297,5,5,5,5,5,0,0,0,127,52,32,14,0,0,0,0,0,56.50483559,-41.61121857
3/21/2018,31.32618445,-3.515877859,0,0,0,23,27,5,0,0,0,0,0,0,0,0,0,0,0,0.274411156,0.317142857,0.590357143,0.91139726,22.35714286,41.01917808,0.113333333,0.153511905,0.335805023,2,5,5,5,4.25,0,0,0,127,52,32,14,0,0,0,0.78,0.473333333,51.71843051,-27
3/22/2018,30.58913217,-3.433155183,0,0,0,48,51,5,0,0,0,0,0,0,0,0,0,0,0,0.274411156,0.317142857,0.590357143,0.908657534,22.35714286,40.72054795,0.113333333,0.153511905,0.335147489,5,2,5,5,4.25,0,0,0,127,52,32,14,0,0,0,0,0,50.50345399,-51
3/23/2018,32.45753595,8.702937727,110,2.6,0.355,50,34,5,0,0,2.02,0.58,66,18,4,3,0,0,0,0.274411156,0.482857143,0.683214286,0.915780822,26.28571429,41.02191781,0.118333333,0.166190476,0.336120091,5,5,2,5,4.25,0,0,0,193,70,36,17,0,0,0,0,0,49.57419177,-34
3/24/2018,32.87028054,1.922545067,50,0.66,0.573333333,54,27,5,1.271186441,0,0,0.66,14,6,2,0,0,0,0,0.319810672,0.577142857,0.706785714,0.914849315,28.07142857,41.07123288,0.200238095,0.186666667,0.337060731,5,5,5,2,4.25,0,0,0,207,76,38,17,0,0,0,2.6,0.355,49.21635811,-27
3/25/2018,32.09689828,-3.602378521,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.319810672,0.577142857,0.706785714,0.914849315,28.07142857,41.07123288,0.200238095,0.186666667,0.337060731,5,5,5,5,5,0,0,0,207,76,38,17,0,0,0,0.66,0.573333333,49.21635811,-41.61121857
3/26/2018,33.29456241,5.578663682,83,2.43,0.34,35,28,4,0,0.43,1.7,0,7,2,0,0,0,0,0,0.319810672,0.924285714,0.793571429,0.921506849,31.03571429,41.29863014,0.248809524,0.198809524,0.337992237,5,5,5,5,5,0,0,0,214,78,38,17,0,0,0,0,0,46.14423874,-28
3/27/2018,33.1935186,-0.470657358,29,1.02,0.265,44,29,5,0,0,0,1.02,25,6,1,0,0,0,0,0.319810672,0.958571429,0.795357143,0.92430137,31.60714286,41.37808219,0.219047619,0.201666667,0.338718265,4,5,5,5,4.75,0,0,0,238,84,39,17,0,0,0,2.43,0.34,44.35783366,-29
3/28/2018,34.05951303,4.033761679,70,1.3,0.516666667,55,30,5,1.007633588,0.5,0,0.8,6,3,13,9,0,0,0,0.318677226,1.144285714,0.791428571,0.927863014,31.78571429,41.56986301,0.292857143,0.213333333,0.34013379,5,4,5,5,4.75,0,0,0,231,77,41,21,0,0,0,1.02,0.265,48.92926223,-30
3/29/2018,34.76396219,3.281291349,64,0.94,0.4025,57,45,4,1.229508197,0.6,0,0.34,11,2,2,0,0,0,0,0.321171666,1.278571429,0.811785714,0.92769863,33.28571429,41.52054795,0.350357143,0.218541667,0.34123653,5,5,4,5,4.75,0,0,0,231,75,43,21,0,0,0,1.3,0.516666667,50.21497651,-45
3/30/2018,35.45183684,3.204088098,64,1.51,0.325,51,30,5,1.023255814,0,0,1.51,35,24,15,5,0,0,0,0.357716517,1.122857143,0.831071429,0.931835616,35.10714286,41.64657534,0.346071429,0.225744048,0.341168037,4,5,5,4,4.5,0,0,0,266,99,58,26,0,0,0,0.94,0.4025,50.35783366,-30
3/31/2018,35.01769625,-2.022206675,17,0.34,0.35,56.50483559,41.61121857,3,1.293103448,0,0,0.34,7,3,0,0,0,0,0,0.403898783,1.077142857,0.830714286,0.930027397,35.07142857,41.45753425,0.314166667,0.225744048,0.340592694,5,4,5,5,4.75,0,0,0,273,102,58,26,0,0,0,1.51,0.325,50.71566731,-41.61121857
4/1/2018,34.78199675,-1.097877268,25,0.72,0.59,51,61,5,0.930232558,0,0,0.72,16,12,7,3,0,0,0,0.39737483,1.18,0.803214286,0.932,31.85714286,41.5260274,0.398452381,0.223125,0.342209132,3,5,4,5,4.25,0,0,0,276,100,64,29,0,0,0,0.34,0.35,49.92926223,-61
4/2/2018,34.66948443,-0.524077133,30,0.43,0,41,38,5,0,0.43,0,0,0,0,0,0,0,0,0,0.39737483,0.894285714,0.818571429,0.933178082,32.92857143,41.60821918,0.349880952,0.223125,0.342209132,5,3,5,4,4.25,0,0,0,276,100,64,29,0,0,0,0.72,0.59,50.78640508,-38
4/3/2018,34.53609103,-0.621340269,29,1.02,0.53,31,31,5,0,0,0,1.02,0,0,0,0,0,0,0,0.357946259,0.894285714,0.789642857,0.935972603,31.53571429,41.68767123,0.387738095,0.219196429,0.343661187,5,5,3,5,4.5,0,0,0,260,92,60,29,0,0,0,0.43,0,48.92926223,-31
4/4/2018,33.72351505,-3.784941,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.357946259,0.708571429,0.789642857,0.927753425,31.53571429,41.50410959,0.313928571,0.219196429,0.34303105,5,5,5,3,4.5,0,0,0,260,92,60,29,0,0,0,1.02,0.53,49.14423874,-41.61121857
4/5/2018,34.48292631,3.537302213,66,1.82,0.175,53,51,5,0,0.45,0,0.57,9,11,7,2,0,0,0,0.357946259,0.834285714,0.840357143,0.93,33.53571429,41.50410959,0.281428571,0.219494048,0.342359817,5,5,5,5,5,0,0,0,269,103,67,31,0,0,0,0,0,48.57281017,-51
4/6/2018,34.25980904,-1.039269805,25,0.6,0.335,56,40,3,0,0.23,0,0.37,9,4,0,0,0,0,0,0.357946259,0.704285714,0.861785714,0.92890411,34.42857143,41.49589041,0.282857143,0.231458333,0.342702283,5,5,5,5,5,0,0,0,278,107,67,31,0,0,0,1.82,0.175,49.28709588,-40
4/7/2018,33.45373352,-3.754662212,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.357946259,0.655714286,0.861785714,0.92890411,34.42857143,41.40273973,0.232857143,0.231458333,0.341900913,3,5,5,5,4.5,0,0,0,278,107,67,31,0,0,0,0.6,0.335,49.28709588,-41.61121857
4/8/2018,32.6666236,-3.666321343,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.320034171,0.552857143,0.725357143,0.926164384,29.96428571,41.2,0.148571429,0.210744048,0.340092694,5,3,5,5,4.5,0,0,0,270,101,58,23,0,0,0,0,0,50.07350097,-41.61121857
4/9/2018,32.83916557,0.803692491,40,0.83,0.133333333,56.50483559,41.61121857,5,0,0.43,0,0,0,0,0,0,0,0,0,0.320034171,0.61,0.658571429,0.92569863,28.57142857,41.15890411,0.167619048,0.203005952,0.339142922,5,5,3,5,4.5,0,0,0,240,99,57,23,0,0,0,0,0,52.28847748,-41.61121857
4/10/2018,32.65472323,-0.859123841,25,1,0.2,56.50483559,41.61121857,5,0,0,0,1,0,0,0,0,0,0,0,0.320034171,0.607142857,0.694285714,0.928438356,29.46428571,41.22739726,0.12047619,0.21014881,0.339690868,5,5,5,3,4.5,0,0,0,240,99,57,23,0,0,0,0.83,0.133333333,55.93202542,-41.61121857
4/11/2018,32.16875243,-2.263629336,12,0.47,0.25,56,21,2,0.857142857,0,0,0.47,14,8,2,1,0,0,0,0.350646416,0.674285714,0.711071429,0.926986301,29.89285714,41.04383562,0.156190476,0.219077381,0.338731963,5,5,5,5,5,0,0,0,254,107,59,24,0,0,0,1,0.2,55.85990605,-21
4/12/2018,32.77651812,2.830944242,58,2.04,0.533333333,38,26,3,0,0,1.22,0.42,26,3,0,0,0,0,0,0.350646416,0.705714286,0.783928571,0.92709589,31.96428571,41.02465753,0.207380952,0.238125,0.338969406,2,5,5,5,4.25,0,0,0,280,110,59,24,0,0,0,0.47,0.25,53.71704891,-26
4/13/2018,32.68766302,-0.413882922,29,0.52,0.37,22,21,5,0,0,0,0.52,13,10,7,0,0,0,0,0.313526056,0.694285714,0.751071429,0.928520548,30.92857143,41.02739726,0.212380952,0.239910714,0.338914612,3,2,5,5,3.75,0,0,0,270,112,60,23,0,0,0,2.04,0.533333333,48.85990605,-21
4/14/2018,33.21263467,2.445293505,55,1.34,0.258,56.50483559,41.61121857,5,1.112903226,0,0.98,0.36,27,18,6,1,0,0,0,0.3532726,0.885714286,0.798928571,0.929452055,32.89285714,41.09589041,0.249238095,0.249125,0.338616895,5,3,2,5,3.75,0,0,0,297,130,66,24,0,0,0,0.52,0.37,48.85990605,-41.61121857
4/15/2018,34.59580222,6.442729988,92,2.51,0.4,56.50483559,41.61121857,5,0,0,1.31,1.2,16,13,8,2,1,0,0,0.3532726,1.244285714,0.888571429,0.936328767,36.17857143,41.30410959,0.306380952,0.263410714,0.338781279,5,5,3,2,3.75,0,0,0,313,143,74,26,1,0,0,1.34,0.258,48.85990605,-41.61121857
4/16/2018,33.78182135,-3.791484977,0,0,0,53,26,5,0,0,0,0,0,0,0,0,0,0,0,0.3532726,1.125714286,0.888571429,0.933589041,36.17857143,41.14520548,0.287333333,0.263410714,0.338160274,5,5,5,3,4.5,0,0,0,313,143,74,26,1,0,0,2.51,0.4,48.35921525,-26
4/17/2018,32.98699207,-3.70227773,0,0,0,24,19,5,0,0,0,0,0,0,0,0,0,0,0,0.311605933,0.982857143,0.860714286,0.928109589,34.75,41.03561644,0.258761905,0.246505952,0.337461644,5,5,5,5,5,0,0,0,301,143,74,26,1,0,0,0,0,43.71566731,-19
4/18/2018,32.61084511,-1.752075002,17,0.32,0.246666667,39,30,5,1.255813953,0,0,0.32,2,4,4,2,0,0,0,0.356456431,0.961428571,0.872142857,0.926246575,35.35714286,40.99452055,0.258285714,0.255315476,0.337308676,5,5,5,5,5,0,0,0,303,147,78,28,1,0,0,0,0,41.28709588,-30
4/19/2018,31.84356693,-3.57394601,0,0,0,37,27,5,0,0,0,0,0,0,0,0,0,0,0,0.356456431,0.67,0.872142857,0.923506849,35.35714286,40.94520548,0.182095238,0.255315476,0.336733333,5,5,5,5,5,0,0,0,303,147,78,28,1,0,0,0.32,0.246666667,41.14423874,-27
4/20/2018,31.09434151,-3.489857088,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.356456431,0.595714286,0.779285714,0.920767123,31.42857143,40.69863014,0.129238095,0.242636905,0.334925114,5,5,5,5,5,0,0,0,237,129,74,25,1,0,0,0,0,46.07350097,-41.61121857
4/21/2018,30.3627441,-3.407746637,0,0,0,52,15,5,0,,,,0,0,0,0,0,0,0,0.311056916,0.404285714,0.755714286,0.918027397,29.64285714,40.61917808,0.092380952,0.222160714,0.334294977,5,5,5,5,5,0,0,0,223,123,72,25,1,0,0,0,0,45.42995303,-15
4/22/2018,29.64835994,-3.327568106,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.311056916,0.045714286,0.755714286,0.918027397,29.64285714,40.57808219,0.035238095,0.222160714,0.333418265,5,5,5,5,5,0,0,0,223,123,72,25,1,0,0,0,0,45.42995303,-41.61121857
4/23/2018,28.95078404,-3.249276041,0,0,0,64,49,5,0,0,0,0,0,0,0,0,0,0,0,0.311056916,0.045714286,0.668928571,0.915287671,26.67857143,40.4109589,0.035238095,0.210017857,0.332500457,5,5,5,5,5,0,0,0,216,121,72,25,1,0,0,0,0,47.0013816,-49
4/24/2018,28.45784743,-2.296075761,8,0.6,0.36,56.50483559,41.61121857,5,0,0,0,0.6,3,0,0,0,0,0,0,0.311056916,0.131428571,0.653928571,0.916931507,25.92857143,40.43287671,0.086666667,0.213410714,0.333486758,5,5,5,5,5,0,0,0,194,115,71,25,1,0,0,0,0,51.64492954,-41.61121857
4/25/2018,28.79999975,1.59372957,43,0.73,0,56.50483559,41.61121857,5,0,0,0,0.73,0,0,0,0,0,0,0,0.275070002,0.19,0.633571429,0.918931507,24.96428571,40.50410959,0.051428571,0.194958333,0.332555251,5,5,5,5,5,0,0,0,188,112,58,16,1,0,0,0.6,0.36,54.14562034,-41.61121857
4/26/2018,28.12238433,-3.156301035,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.231158995,0.19,0.6,0.918931507,22.67857143,40.37534247,0.051428571,0.180583333,0.331199087,5,5,5,5,5,0,0,0,177,110,56,16,1,0,0,0.73,0,56.93202542,-41.61121857
4/27/2018,27.46071206,-3.082038595,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.194614144,0.19,0.546071429,0.913452055,20.39285714,40.27671233,0.051428571,0.16897619,0.330431963,5,5,5,5,5,0,0,0,142,86,41,11,1,0,0,0,0,56.93202542,-41.61121857
4/28/2018,26.81460782,-3.009523426,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.148431878,0.19,0.533928571,0.913452055,19.78571429,40.27671233,0.051428571,0.15647619,0.330431963,5,5,5,5,5,0,0,0,135,83,41,11,1,0,0,0,0,57.57557336,-41.61121857
4/29/2018,26.18370533,-2.938714415,0,0,0,0,0,5,0,,,,0,0,0,0,0,0,0,0.115209287,0.19,0.508214286,0.913452055,18.89285714,40.23287671,0.051428571,0.135404762,0.329500457,5,5,5,5,5,0,0,0,119,71,34,8,1,0,0,0,0,49.50345399,0
4/30/2018,25.5676469,-2.869571422,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.115209287,0.19,0.492857143,0.913452055,17.82142857,40.23287671,0.051428571,0.135404762,0.329500457,5,5,5,5,5,0,0,0,119,71,34,8,1,0,0,0,0,48.43271622,-41.61121857
5/1/2018,25.1543098,-1.925304951,8,0.6,0.36,56.50483559,41.61121857,5,0,0,0,0.6,0,0,0,0,0,0,0,0.115209287,0.19,0.477857143,0.913452055,17.07142857,40.17808219,0.051428571,0.129333333,0.329874886,5,5,5,5,5,0,0,0,119,71,34,8,1,0,0,0,0,48.43271622,-41.61121857
5/2/2018,26.49179301,6.229934458,82,1.07,0.885,0,0,5,0,0.47,0,0.6,0,0,0,0,0,0,0,0.115209287,0.238571429,0.516071429,0.916383562,20,40.40273973,0.177857143,0.160940476,0.332299543,5,5,5,5,5,0,0,0,119,71,34,8,1,0,0,0.6,0.36,40.36059685,0
5/3/2018,26.33905207,-0.71146018,20,0.38,0.73,0,0,5,1.294117647,0,0,0.38,1,0,0,0,0,0,0,0.161427774,0.292857143,0.464642857,0.914684932,18.35714286,40.38630137,0.282142857,0.180761905,0.334299543,5,5,5,5,5,0,0,0,111,60,27,6,1,0,0,1.07,0.885,32.28847748,0
5/4/2018,25.7193386,-2.88659646,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.161427774,0.292857143,0.443214286,0.913863014,17.46428571,40.30136986,0.282142857,0.168797619,0.333249315,5,5,5,5,5,0,0,0,102,56,27,6,1,0,0,0.38,0.73,32.28847748,-41.61121857
5/5/2018,25.5612439,-0.736397763,19,0.36,0.73,56.50483559,41.61121857,5,1.189655172,0,0,0.36,11,2,0,0,0,0,0,0.203915459,0.344285714,0.456071429,0.913753425,18.14285714,40.31232877,0.386428571,0.194869048,0.334358904,5,5,5,5,5,0,0,0,113,58,27,6,1,0,0,0,0,32.28847748,-41.61121857
5/6/2018,24.95983094,-2.801353517,0,0,0,43,36,5,0,,,,0,0,0,0,0,0,0,0.203915459,0.344285714,0.456071429,0.912657534,18.14285714,40.27123288,0.386428571,0.194869048,0.332578082,5,5,5,5,5,0,0,0,113,58,27,6,1,0,0,0.36,0.73,38.43133462,-36
5/7/2018,24.37256822,-2.735442393,0,0,0,56.50483559,41.61121857,50,0,0,0,0,0,0,0,0,0,0,0,0.203915459,0.344285714,0.426428571,0.911561644,16.71428571,40.22465753,0.386428571,0.190107143,0.330742466,5,5,5,5,5,0,0,0,113,58,27,6,1,0,0,0,0,38.43133462,-41.61121857
5/8/2018,23.7991228,-2.671082048,0,0,0,0,0,5,0,,,,0,0,0,0,0,0,0,0.203915459,0.258571429,0.390714286,0.911561644,15.82142857,40.22465753,0.335,0.182964286,0.330742466,50,5,5,5,16.25,0,0,0,113,58,27,6,1,0,0,0,0,30.35921525,0
5/9/2018,23.23916958,-2.608235992,0,0,0,70,56,5,0,0,0,0,0,0,0,0,0,0,0,0.173303214,0.105714286,0.373928571,0.911561644,15.39285714,40.14520548,0.208571429,0.174035714,0.329153425,5,50,5,5,16.25,0,0,0,99,50,25,5,1,0,0,0,0,40.35921525,-56
5/10/2018,22.69239111,-2.546868599,0,0,0,56.50483559,41.61121857,50,0,0,0,0,0,0,0,0,0,0,0,0.173303214,0.051428571,0.301071429,0.908821918,13.32142857,40.10958904,0.104285714,0.154988095,0.328660274,5,5,50,5,16.25,0,0,0,73,47,25,5,1,0,0,0,0,48.43133462,-41.61121857
5/11/2018,22.15847743,-2.486945076,0,0,0,56.50483559,41.61121857,50,0,0,0,0,0,0,0,0,0,0,0,0.173303214,0.051428571,0.2825,0.908821918,12.28571429,40.03287671,0.104285714,0.14177381,0.32709863,50,5,5,50,27.5,0,0,0,60,37,18,5,1,0,0,0,0,48.43133462,-41.61121857
5/12/2018,21.63712583,-2.428431453,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.13355667,0,0.234642857,0.906082192,10.32142857,39.95616438,0,0.132559524,0.325263014,50,50,5,5,27.5,0,0,0,33,19,12,4,1,0,0,0,0,48.43133462,-41.61121857
5/13/2018,21.12804075,-2.371294557,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.13355667,0,0.145,0.906082192,7.035714286,39.95616438,0,0.11827381,0.325263014,5,50,50,5,27.5,0,0,0,17,6,4,2,0,0,0,0,0,50.36059685,-41.61121857
5/14/2018,20.63093359,-2.315501996,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.13355667,0,0.145,0.906082192,7.035714286,39.91506849,0,0.11827381,0.323482192,5,5,50,50,27.5,0,0,0,17,6,4,2,0,0,0,0,0,50.36059685,-41.61121857
5/15/2018,20.89842854,1.245979042,32,1.45,0.47,56.50483559,41.61121857,5,0,0,0,1.45,0,0,0,0,82,0,0,0.13355667,0.207142857,0.196785714,0.910054795,8.178571429,40.00273973,0.067142857,0.135059524,0.324769863,5,5,5,50,16.25,0,0,0,17,6,4,2,82,0,0,0,0,58.43271622,-41.61121857
5/16/2018,20.40672377,-2.290337924,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.088706172,0.207142857,0.185357143,0.905671233,7.571428571,39.89315068,0.067142857,0.12625,0.323167123,5,5,5,5,5,0,0,0,15,2,0,0,82,0,0,1.45,0.47,56.50483559,-41.61121857
5/17/2018,19.92658798,-2.236450136,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.088706172,0.207142857,0.185357143,0.902931507,7.571428571,39.85753425,0.067142857,0.12625,0.322838356,5,5,5,5,5,0,0,0,15,2,0,0,82,0,0,0,0,56.50483559,-41.61121857
5/18/2018,19.45774897,-2.183830236,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.088706172,0.207142857,0.185357143,0.899369863,7.571428571,39.73150685,0.067142857,0.12625,0.321235616,5,5,5,5,5,0,0,0,15,2,0,0,82,0,0,0,0,56.50483559,-41.61121857
5/19/2018,18.99994096,-2.132448394,0,0,0,45,52,5,0,,,,0,0,0,0,0,0,0,0.088706172,0.207142857,0.185357143,0.896630137,7.571428571,39.65753425,0.067142857,0.12625,0.320317808,5,5,5,5,5,0,0,0,15,2,0,0,82,0,0,0,0,54.86128765,-52
5/20/2018,18.55290439,-2.08227548,0,0,0,56.50483559,41.61121857,5,0,,,,0,0,0,0,0,0,0,0.088706172,0.207142857,0.185357143,0.892246575,7.571428571,39.54246575,0.067142857,0.12625,0.318673973,5,5,5,5,5,0,0,0,15,2,0,0,82,0,0,0,0,54.86128765,-41.61121857
5/21/2018,19.01046175,2.131280852,38,1.52,0.5,56.50483559,41.61121857,50,0,0,1.52,0,0,0,0,0,0,0,0,0.088706172,0.424285714,0.239642857,0.895315068,8.928571429,39.56986301,0.138571429,0.144107143,0.318468493,5,5,5,5,5,0,0,0,15,2,0,0,82,0,0,0,0,54.86128765,-41.61121857
5/22/2018,19.15138548,0.656416179,25,1.19,0.235,56.50483559,41.61121857,2,0.66,0,0,0.79,0,0,0,0,0,0,0,0.112277601,0.387142857,0.260714286,0.896383562,9.535714286,39.58356164,0.105,0.139642857,0.318427397,50,5,5,5,16.25,0,0,0,12,2,0,0,82,0,0,1.52,0.5,54.86128765,-41.61121857
5/23/2018,20.44188087,6.011067371,74,2.25,0.605,56.50483559,41.61121857,5,0.897637795,0,1.53,0.72,0,0,0,0,0,0,0,0.144336093,0.708571429,0.315,0.900356164,10.64285714,39.73150685,0.191428571,0.16125,0.318715068,2,50,5,5,15.5,0,0,0,12,2,0,0,82,0,0,1.19,0.235,54.86128765,-41.61121857
5/24/2018,20.8549938,1.924260766,38,1.47,0.336666667,56.50483559,41.61121857,5,0.829787234,0,0,1.07,0,0,0,0,0,0,0,0.173971352,0.918571429,0.3675,0.901643836,12,39.74794521,0.23952381,0.17327381,0.318021005,5,2,50,5,15.5,0,0,0,12,2,0,0,82,0,0,2.25,0.605,54.86128765,-41.61121857
5/25/2018,20.36431097,-2.285577746,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0.173971352,0.918571429,0.3675,0.901643836,12,39.74794521,0.23952381,0.17327381,0.318021005,5,5,2,50,15.5,0,0,0,12,2,0,0,82,0,0,1.47,0.336666667,46.78916828,-31
5/26/2018,20.75572068,1.823168158,37,0.7,0.365,56.50483559,41.61121857,4,1,0,0,0.7,16,6,1,0,0,0,0,0.209685637,1.018571429,0.3925,0.902465753,13.32142857,39.80547945,0.291666667,0.186309524,0.317212785,5,5,5,2,4.25,0,0,0,28,8,1,0,82,0,0,0,0,48.43271622,-41.61121857
5/27/2018,20.26737358,-2.274698029,0,0,0,56.50483559,41.61121857,50,0,0,0,0,0,0,0,0,0,0,0,0.209685637,1.018571429,0.3925,0.900821918,13.32142857,39.72876712,0.291666667,0.186309524,0.315322374,4,5,5,5,4.75,0,0,0,28,8,1,0,82,0,0,0.7,0.365,48.43271622,-41.61121857
5/28/2018,19.79051646,-2.221178221,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.209685637,0.801428571,0.3925,0.900821918,13.32142857,39.72876712,0.220238095,0.186309524,0.315322374,50,4,5,5,16,0,0,0,28,8,1,0,82,0,0,0,0,48.43271622,-41.61121857
5/29/2018,20.59540791,3.749146849,54,1.84,0.374,49,34,5,0,0.26,0,1.18,24,20,4,0,0,0,0,0.209685637,0.894285714,0.436785714,0.903671233,14.96428571,39.79726027,0.240095238,0.186809524,0.315315068,5,50,4,5,16,0,0,0,52,28,5,0,82,0,0,0,0,47.36059685,-34
5/30/2018,21.49900319,4.208904682,59,2,0.18,35,38,5,0,0,2,0,17,5,2,0,0,0,0,0.209685637,0.858571429,0.47,0.906410959,14.14285714,39.83835616,0.179380952,0.161630952,0.315196347,5,5,50,4,16,0,0,0,69,33,7,0,82,0,0,1.84,0.374,44.28847748,-38
5/31/2018,21.88724381,1.808406729,38,0.51,0.225,42,39,5,0,0.51,0,0,0,0,0,0,0,0,0,0.16346715,0.721428571,0.474642857,0.90369863,14.78571429,39.83835616,0.163428571,0.143595238,0.315086758,5,5,5,50,16.25,0,0,0,68,33,7,0,82,0,0,2,0.18,42.21635811,-39
6/1/2018,21.37227388,-2.398705934,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.16346715,0.721428571,0.474642857,0.899835616,14.78571429,39.74520548,0.163428571,0.143595238,0.314228311,5,5,5,5,5,0,0,0,68,33,7,0,82,0,0,0.51,0.225,50.28847748,-41.61121857
